"cat1","cat2","url","name","ip","cf","ec2","incapsula","DDoS"
"Online products","Software","https://bloomeditor.com","Bloom Editor","184.22.62.10","False","False","False","False"
"Online products","Software","http://www.sherrodcomputers.com/","SherrodComputers.com","74.208.230.203","False","False","False","False"
"Online products","Software","http://www.cashctrl.com","CashCtrl","213.173.161.116","False","False","False","False"
"Online products","Software","http://bitmate.net","BitMate","96.30.21.176","False","False","False","False"
"Online products","Software","http://www.smart-it.co.za","Smart-It","41.185.13.151","False","False","False","False"
"Online products","Education-related Software","http://www.assignmenthole.com/general/bitcoin-being-brought-in/","AssignmentHOLE Tutorials - limited BITCOIN acceptance","199.27.134.65","True","False","False","False"
"Online products","Education-related Software","http://hackershandbook.org/","Hackers Handbook","72.27.230.36","False","False","False","False"
"Online products","Education-related Software","http://language101.com/bitcoin","Language101.com","0.0.0.0","False","False","False","False"
"Online products","Education-related Software","http://mosg.cu.cc","Mosg Teacher","185.27.134.227","False","False","False","False"
"Online products","Education-related Software","http://www.openemulator.org","OpenEmulator","208.43.108.172","False","False","False","False"
"Online products","Education-related Software","http://www.questionwriterblog.com/archives/2011/05/we_accept_bitcoin.html","Question Writer","96.30.3.120","False","False","False","False"
"Online products","Education-related Software","http://www.qiqqa.com/","Qiqqa","89.200.143.138","False","False","False","False"
"Online products","Gambling","http://www.anonibet.com/","AnoniBet","108.162.202.197","True","False","False","False"
"Online products","Gambling","http://www.bitoomba.com/","Bitoomba","82.196.13.6","False","False","False","False"
"Online products","Gambling","https://apopheniabtc.com","ApopheniaBTC","198.144.180.19","False","False","False","False"
"Online products","Gambling","http://www.cheapbettingtips.com","Cheap Betting Tips","46.252.206.1","False","False","False","False"
"Online products","Gambling","https://www.bc-casino.com/","BC Casino","91.222.137.48","False","False","False","False"
"Online products","Gambling","http://backcoin.com/","Backcoin","76.74.254.123","False","False","False","False"
"Online products","Gambling","https://betbybitcoin.com/","betbybitcoin","37.221.170.13","False","False","False","False"
"Online products","Gambling","http://betsofbitco.in/","Bets of Bitcoin","95.211.41.87","False","False","False","False"
"Online products","Gambling","http://www.bit777.com","Bit777 Casino","5.79.77.145","False","False","False","False"
"Online products","Gambling","http://bitbears.com","BitBears","0.0.0.0","False","False","False","False"
"Online products","Gambling","http://www.bitbet.us/","BitBet.us","78.46.215.67","False","False","False","False"
"Online products","Gambling","http://minefield.bitcoinlab.org/","Bitcoin Minefield","5.9.63.12","False","False","False","False"
"Online products","Gambling","http://bitcoindarts.movoda.net/","Bitcoin Darts","71.6.151.143","False","False","False","False"
"Online products","Gambling","http://www.bitcoingem.com","Bitcoin Gem","54.225.89.61","False","True","False","False"
"Online products","Gambling","http://bitcoinpyramid.com/","Bitcoin Pyramid","78.47.172.10","False","False","False","False"
"Online products","Gambling","http://bitlotto.com/","BitLotto","69.43.161.176","False","False","False","False"
"Online products","Gambling","http://bitino.com","Bitino.com","178.79.187.56","False","False","False","False"
"Online products","Gambling","http://bitramid.com","bitramid","204.13.11.31","False","False","False","False"
"Online products","Gambling","https://www.bittrivia.com/","BitTrivia","176.58.126.245","False","False","False","False"
"Online products","Gambling","http://www.bitmadness.com/","Bit Madness","66.172.33.51","False","False","False","False"
"Online products","Gambling","http://www.bitspoker.com/","BitsPoker","141.101.117.146","True","False","False","False"
"Online products","Gambling","http://bitvegas.net/","BitVegas","85.25.208.68","False","False","False","False"
"Online products","Gambling","http://blockbet.net","BlockBet.net","109.163.234.41","False","False","False","False"
"Online products","Gambling","http://btcbet.co","BTCbet.co","46.29.93.20","False","False","False","False"
"Online products","Gambling","http://www.btc-go.com","Btc-Go","178.79.180.32","False","False","False","False"
"Online products","Gambling","https://btc-lotto.com","btc-lotto","209.140.24.232","False","False","False","False"
"Online products","Gambling","https://btcfortune.com","Bitcoin Lottery","31.186.102.37","False","False","False","False"
"Online products","Gambling","http://www.btcoracle.com","BTCOracle","176.31.180.139","False","False","False","False"
"Online products","Gambling","http://www.bitcoinslot.nl/","Bitcoin 4 Reel","82.161.145.109","False","False","False","False"
"Online products","Gambling","https://bitcoinvideocasino.com/","Bitcoin Video Casino","108.162.200.196","True","False","False","False"
"Online products","Gambling","https://bitzino.com/","bitZino","46.28.204.27","False","False","False","True"
"Online products","Gambling","http://www.btcgriffin.com/","btcgriffin/BitcoinLottery/BitcoinGame","216.185.102.22","False","False","False","False"
"Online products","Gambling","http://www.btclottery.com/","btcLottery","184.168.199.1","False","False","False","False"
"Online products","Gambling","http://cashclamber.com","CashClamber","37.122.209.103","False","False","False","False"
"Online products","Gambling","http://www.casinobit.net","CasinoBit","198.245.50.18","False","False","False","False"
"Online products","Gambling","https://www.coinballer.com/","CoinBaller","192.157.202.147","False","False","False","False"
"Online products","Gambling","http://www.coingames.in/","CoinGames","82.221.129.16","False","False","False","False"
"Online products","Gambling","http://dailybtc.com","DailyBTC","108.61.32.147","False","False","False","False"
"Online products","Gambling","http://y6dazeexkzoq7w47.tor2web.org","Double or Nothing","0.0.0.0","False","False","False","False"
"Online products","Gambling","https://funnybtc.com","FunnyBTC.com","81.17.24.111","False","False","False","False"
"Online products","Gambling","http://goldgameland.com","Gold Game Land","200.35.149.26","False","False","False","False"
"Online products","Gambling","https://just-dice.com","Just-Dice.com","141.101.124.227","True","False","False","True"
"Online products","Gambling","http://www.live-ruletka.com/","Live-ruletka","5.153.2.226","False","False","False","False"
"Online products","Gambling","http://nakabetrbrd4cpne.onion/plays","NakaBot","0.0.0.0","False","False","False","False"
"Online products","Gambling","https://peerbet.org","Peerbet","108.162.202.240","True","False","False","True"
"Online products","Gambling","https://playt.in","PLAYTIN - The Bitcoin Casino","83.218.163.43","False","False","False","False"
"Online products","Gambling","http://www.predictious.com","Predictious","137.116.224.210","False","False","False","False"
"Online products","Gambling","http://PrimeDice.com","PrimeDice.com","141.101.113.13","True","False","False","True"
"Online products","Gambling","http://satoshi36.com/","Satoshi36","144.76.98.184","False","False","False","False"
"Online products","Gambling","https://satoshibet.com","SatoshiBet","141.101.127.115","True","False","False","False"
"Online products","Gambling","https://satoshicircle.com","SatoshiCircle.com","46.28.204.22","False","False","False","False"
"Online products","Gambling","http://satoshidice.com/","SatoshiDICE.com","46.28.204.30","False","False","False","True"
"Online products","Gambling","https://sealswithclubs.eu","Seals With Clubs","82.221.105.21","False","False","False","True"
"Online products","Gambling","http://sc2btc.com/","Starcraft Bitcoin Open","195.26.90.35","False","False","False","False"
"Online products","Gambling","https://strikesapphire.com/","StrikeSapphire","108.162.203.21","True","False","False","False"
"Online products","Gambling","http://www.syndiquick.com/","Syndiquick","70.39.235.94","False","False","False","False"
"Online products","Gambling","http://www.luckycoin.in/","The Lucky Coin Casino","173.193.105.244","False","False","False","False"
"Online products","Gambling","http://torfl.co.uk","Torfl","0.0.0.0","False","False","False","False"
"Online products","Gambling","http://winvery.com","Winvery","46.249.58.215","False","False","False","False"
"Online products","Games","https://apopheniabtc.com","ApopheniaBTC","198.144.180.19","False","False","False","False"
"Online products","Games","http://www.exalteditems.com","Exalted Items","103.21.58.231","False","False","False","False"
"Online products","Games","http://www.ultimacodes.com/","Ultimacodes.com","64.237.40.212","False","False","False","False"
"Online products","Games","http://bitcoin2cdkey.com/","Bitcoin2CDKey.com","198.245.61.153","False","False","False","False"
"Online products","Games","http://www.lostlabyrinth.com/","Lost Labyrinth","91.206.70.30","False","False","False","False"
"Online products","Games","http://bitcoindarts.movoda.net","Bitcoin Darts","71.6.151.143","False","False","False","False"
"Online products","Games","http://www.iwantfreebitcoins.com/","iWantFreeBitCoins","208.113.224.61","False","False","False","False"
"Online products","Games","http://dragons.tl/","Dragon's Tale","207.36.232.96","False","False","False","False"
"Online products","Games","http://www.nestorgames.com","nestorgames","87.106.157.118","False","False","False","False"
"Online products","Games","http://garnetgames.com/puzzlemoppet/","Puzzle Moppet","85.234.144.144","False","False","False","False"
"Online products","Games","https://www.virwox.com/","Second Life via VirWoX","91.205.41.234","False","False","False","True"
"Online products","Games","https://sites.google.com/site/wwjdtd/","Time Warp interactive","74.125.225.230","False","False","False","False"
"Online products","Games","https://islandforge.com/bitcoin/","Island Forge","69.163.214.89","False","False","False","False"
"Online products","Games","http://www.thebitmines.com","The Bit Mines","141.101.124.72","True","False","False","False"
"Online products","Games","http://rpg.mo.ee","RPG MO","82.131.43.200","False","False","False","False"
"Online products","Games","http://www.minethings.com","MineThings","216.67.242.5","False","False","False","False"
"Online products","Games","https://www.humblebundle.com/","Humble Bundle","74.125.34.32","False","False","False","False"
"Online products","Games","http://qdoop.net/","qdoop.net","141.101.116.29","True","False","False","False"
"Online products","Games","http://virtualminergame.com","virtualminergame.com","207.12.89.33","False","False","False","False"
"Online products","Graphic design","http://vectortoons.com/","Vector Toons","64.59.95.27","False","False","False","False"
"Online products","Graphic design","http://www.facebook.com/PlopPlot","Plop Plot","69.171.224.42","False","False","False","False"
"Online products","Graphic design","http://annjones.me","Ann Jones Digital - Graphic Design","50.22.67.32","False","False","False","False"
"Online products","Graphic design","http://www.liiramedia.com","Liira Media - Web Marketing","74.208.74.42","False","False","False","False"
"Online products","File sharing","https://mega.co.nz/","MEGA","103.244.183.3","False","False","False","False"
"Online products","File sharing","https://bitvoucher.co/affl/1F15fRNnXnqCibET5FFMZtyTHSMbTuiE6r/","Bitvoucher.co","176.34.180.180","False","True","False","False"
"Online products","File sharing","http://www.bitcointorrentz.com/","BitCoinTorrentz.com","195.24.78.77","False","False","False","False"
"Online products","File sharing","http://vo.do/faq#bitcoin","VODO","178.63.77.195","False","False","False","False"
"Online products","File sharing","http://bitcoinservice.co.uk","BitcoinService.co.uk","109.75.176.70","False","False","False","False"
"Online products","File sharing","https://secure.premiumize.me/inv/3589377333/","Premiumize.me","94.23.59.225","False","False","False","False"
"Online products","File sharing","http://www.smartftp.com/bitcoin","SmartFTP","75.126.59.170","False","False","False","False"
"Online products","File sharing","http://boosterking.com/","Boosterking File Hosting","91.205.172.207","False","False","False","False"
"Online products","File sharing","https://nzbmatrix.com/","NZBMatrix","0.0.0.0","False","False","False","False"
"Online products","File sharing","http://www.dtsleech.com/","DTSLeech.com","50.63.142.226","False","False","False","False"
"Online products","File sharing","https://www.superseedbox.co.uk/","SuperSeedbox.co.uk","178.32.63.52","False","False","False","False"
"Online products","File sharing","http://filenium.com/","Filenium.com","5.63.150.102","False","False","False","False"
"Online products","File sharing","https://bitfetch.com/","bitfetch","176.9.50.103","False","False","False","False"
"Online products","Music","http://www.digital-tunes.net","Digital-Tunes","141.101.125.154","True","False","False","False"
"Online products","Music","https://www.soundcloud.com/djleo","DJ Leo","178.249.136.150","False","False","False","False"
"Online products","Music","http://www.blocknois.es","Blocknois.es","194.116.175.130","False","False","False","False"
"Online products","Music","http://pathmusick.hermetech.net/","Pathmusick","66.226.131.231","False","False","False","False"
"Online products","Music","http://www.tiktoklaboratories.com/","Tik Tok Laboratories","195.42.142.13","False","False","False","False"
"Online products","Music","http://soundcloud.com/thricefoldedcloak","ThriceFoldedCloak original productions&#160;:: Acid // Downbeat // Drum and Bass&#160;::","178.249.136.150","False","False","False","False"
"Online products","Music","http://noobz.cc/","Education of the Noobz","83.142.84.136","False","False","False","False"
"Online products","Music","http://www.videoseconds.com","Video Seconds","192.185.5.187","False","False","False","False"
"Online products","Music","http://bzwahr.mine.nu/music","bzwahr.mine.nu/music","216.146.39.125","False","False","False","False"
"Online products","Music","http://www.skincontact.com/scsite/","skin contact","65.254.250.102","False","False","False","False"
"Online products","Music","http://www.symphonyofscience.com","The Symphony of Science","173.236.166.104","False","False","False","False"
"Online products","Music","http://www.rpgbeats.com","RPG Beats","81.88.32.245","False","False","False","False"
"Online products","Music","http://apeironrestraint.com","Apeiron Restraint","194.63.248.46","False","False","False","False"
"Online products","Music","http://zvukolom.org","LOM","195.168.3.45","False","False","False","False"
"Online products","Music","http://www.thekale.com","The Kale","81.88.48.71","False","False","False","False"
"Online products","Music","http://www.musicafterhours.com","After Hours Jazz","72.167.183.56","False","False","False","False"
"Online products","Music","http://bittracks.com","bittracks.com","198.199.100.163","False","False","False","False"
"Online products","Music","http://paniq.cc","paniq","89.31.143.6","False","False","False","False"
"Online products","Music","http://www.OGDOGG.com","Og Dogg Records","178.77.97.68","False","False","False","False"
"Online products","Music","http://www.louigiverona.ru","Louigi Verona Workshop","50.22.23.98","False","False","False","False"
"Online products","Music","http://johnedgarvoe.com/","John Edgar Voe","75.126.76.138","False","False","False","False"
"Online products","Music","http://computationallyinfeasiblerecords.blogspot.com/2009/10/cir-001-noise-vs-subversive-computing.html","Computationally Infeasible Records","74.125.227.107","False","False","False","False"
"Online products","Virtual Art","http://mattgoerzen.tumblr.com","Matt Goerzen","66.6.40.55","False","False","False","False"
"Online products","Virtual Art","http://www.karikaturen-online.nl/indexengels.html","Caricatures online","109.106.162.136","False","False","False","False"
"Online products","Virtual Art","http://erikwhite.com","Erik White","141.101.117.199","True","False","False","False"
"Online products","Digital Downloads","https://bitvoucher.co/affl/1F15fRNnXnqCibET5FFMZtyTHSMbTuiE6r/","Bitvoucher.co","176.34.180.180","False","True","False","False"
"Online products","Digital Downloads","https://wrapbootstrap.com/","WrapBootstrap","199.115.115.178","False","False","False","False"
"Online products","Digital Downloads","https://www.coindl.com","CoinDL","207.12.89.230","False","False","False","False"
"Online products","Digital Downloads","http://www.coinuploads.com/","CoinUploads","208.91.197.204","False","False","False","False"
"Online products","Digital Downloads","http://btcfile.com","btcfile","141.101.117.68","True","False","False","False"
"Online products","Digital Downloads","https://secure.premiumize.me/inv/3589377333/","Premiumize.me","94.23.59.225","False","False","False","False"
"Online products","Digital Downloads","http://www.startpython.com/","StartPython.com","208.113.227.239","False","False","False","False"
"Online products","Digital Downloads","http://www.evbogue.com/","Evbogue.com","162.243.71.238","False","False","False","False"
"Online products","Digital Downloads","http://www.howtoteachenglishonline.com/","HowToTeachEnglishOnline.com","64.29.151.221","False","False","False","False"
"Online products","Digital Downloads","http://yumcoin.com","Yumcoin","54.243.190.54","False","True","False","False"
"Online products","Entertainment/Books/Magazines","http://www.epubmatic.com/default.asp?id_l=en","ePubMATIC","151.236.47.199","False","False","False","False"
"Online products","Entertainment/Books/Magazines","http://www.classycams.com/","ClassyCams.com","69.55.62.166","False","False","False","False"
"Online products","Entertainment/Books/Magazines","http://bitcoinweekly.com/","Bitcoin Weekly","64.90.183.176","False","False","False","False"
"Online products","Entertainment/Books/Magazines","http://oxcars11.whois--x.net/en","Oxcars-2011","208.97.149.6","False","False","False","False"
"Online products","Entertainment/Books/Magazines","http://somefunnypranks.com/","SomeFunnyPranks.com","184.106.155.134","False","False","False","False"
"Online products","Entertainment/Books/Magazines","http://bitcoinmagazine.net","Bitcoin Magazine - Reading into Bitcoin","198.23.252.107","False","False","False","False"
"Online products","Entertainment/Books/Magazines","http://coineer.com/","Coineer - The Bitcoin Magazine","67.55.116.123","False","False","False","False"
"Online products","Entertainment/Books/Magazines","http://Cam4btc.com","Cam4BTC.com","46.4.245.119","False","False","False","False"
"Online products","Entertainment/Books/Magazines","http://prudentprivacy.com/prudent-privacy-ebook/","PrudentPrivacy.com","0.0.0.0","False","False","False","False"
"Online products","Entertainment/Books/Magazines","http://thetaxhavenreport.com/","The Tax Haven &amp; Global Business Report | www.TheTaxHavenReport.com","141.101.116.37","True","False","False","False"
"Online products","Entertainment/Books/Magazines","http://www.amazon.com/dp/B00A1CUQQU","Bitcoin Step by Step","72.21.215.232","False","False","False","False"
"Online products","Entertainment/Books/Magazines","http://www.xecnet.com/","XecNet Ltd","74.81.191.211","False","False","False","False"
"Online products","Social Media/Aggregators","http://www.bitcointribe.com","Bitcoin Tribe","108.162.198.80","True","False","False","False"
"Online products","Social Media/Aggregators","http://www.xcannabis.com","Cannabis Liberation","173.212.223.22","False","False","False","False"
"Online products","Social Media/Aggregators","https://PikaPay.com","PikaPay","192.31.186.24","False","False","False","False"
"Online products","Cyber Begging","http://outrageousrequests.com","Outrageous Requests","184.168.57.1","False","False","False","False"
"Online products","Internet Marketing","http://aglobal.biz","Accelerated Global - SEO, Social Media and Internet Marketing Website Design","216.155.99.48","False","False","False","False"
"Online products","Internet Marketing","http://hitleap.com","HitLeap.com - Traffic Exchange","198.20.103.42","False","False","False","False"
"Online products","Internet Marketing","http://bitcoinblogsupply.wordpress.com","Bitcoin Blogger Supply","66.155.11.238","False","False","False","False"
"Online products","Internet Marketing","http://annjones.me","Ann Jones Digital - Internet Marketing","50.22.67.32","False","False","False","False"
"Online products","Internet Marketing","http://www.liiramedia.com","Liira Media - Web Marketing","74.208.74.42","False","False","False","False"
"Online products","Internet Marketing","http://mixedmediamarketing.co.uk","Mixed Media Marketing","96.30.21.176","False","False","False","False"
"Online products","Mobile Phone Refill Codes","http://giftcardbtc.com/PhoneCard.cshtml","GiftCard BTC","54.244.124.115","False","True","False","False"
"Material / Physical Products","Automobiles","http://www.bitpremier.com/","BitPremier","50.19.213.161","False","True","False","False"
"Material / Physical Products","Alternative Energy","http://andyschroder.com/CPCEvacuatedTube/TechnicalSpecifications/","Andy Schroder","74.143.70.26","False","False","False","False"
"Material / Physical Products","Alternative Energy","http://www.yetisolar.com/","Yeti Solar","204.93.213.95","False","False","False","False"
"Material / Physical Products","Outdoors","http://www.wildbluesports.com","Wild Blue Sports","216.155.155.35","False","False","False","False"
"Material / Physical Products","Outdoors","http://firesteel.com","FireSteel.com","63.141.129.212","False","False","False","False"
"Material / Physical Products","Outdoors","http://www.knives4bitcoin.com","Knives4Bitcoin.com","66.147.244.243","False","False","False","False"
"Material / Physical Products","Outdoors","http://www.txtpaintball.com","TxT Paintball","173.254.28.21","False","False","False","False"
"Material / Physical Products","Superstores","http://www.bitcoinin.com","Bitcoinin","50.16.215.31","False","True","False","False"
"Material / Physical Products","Superstores","http://www.bitcoinblaster.com","Bitcoinblaster.com","69.175.16.110","False","False","False","False"
"Material / Physical Products","Superstores","http://coinsfortech.com","CoinsForTech","91.146.105.236","False","False","False","False"
"Material / Physical Products","Superstores","http://www.millennius.com","Millenius","223.27.20.231","False","False","False","False"
"Material / Physical Products","Superstores","http://www.dinodirect.com","DinoDirect","184.173.225.135","False","False","False","False"
"Material / Physical Products","Superstores","http://rawrussia.com/souvenirs-from-russia","Souvenirs from Russia","212.23.93.166","False","False","False","False"
"Material / Physical Products","Superstores","http://www.gadgetsdirect.com.au","Gadgets Direct","108.162.197.222","True","False","False","False"
"Material / Physical Products","Superstores","http://SurplusTraders.net","SurplusTraders.net","66.159.40.51","False","False","False","False"
"Material / Physical Products","Games - Physical","http://www.jjgames.com/page/bitcoin","JJGames","67.18.187.64","False","False","False","False"
"Material / Physical Products","Games - Physical","http://www.bmigaming.com/","BMIGaming.com","198.104.184.56","False","False","False","False"
"Material / Physical Products","Games - Physical","http://noagendacardgame.com/","NoAgendaCardGame.com","67.210.120.35","False","False","False","False"
"Material / Physical Products","Games - Physical","http://modifiedcontroller.com","ModifiedController.com","216.55.178.173","False","False","False","False"
"Material / Physical Products","Games - Physical","http://www.airplaneflightsimulator.co.uk/","Airplane Flight Simulator","192.185.224.56","False","False","False","False"
"Material / Physical Products","Games - Physical","http://www.memoryengravers.com/","MemoryEngravers","207.58.133.223","False","False","False","False"
"Material / Physical Products","Games - Physical","http://www.retrotowers.co.uk/","Retrotowers","192.254.226.110","False","False","False","False"
"Material / Physical Products","Games - Physical","http://www.chollomedia.es/","Chollomedia","81.169.145.118","False","False","False","False"
"Material / Physical Products","Classified","http://www.bitcoinclassifieds.net","Bitcoin Classifieds","87.236.97.161","False","False","False","False"
"Material / Physical Products","Classified","http://bitcoinmarketplace.net","The Bitcoin Marketplace","108.162.196.231","True","False","False","False"
"Material / Physical Products","Classified","http://www.bitcointrading.com","BitcoinTrading","207.12.89.35","False","False","False","False"
"Material / Physical Products","Classified","http://bitcoin.jobamatic.com","BitCoin Jobs","64.13.138.107","False","False","False","False"
"Material / Physical Products","Classified","http://www.conbitcoin.com","conBitcoin","192.185.5.193","False","False","False","False"
"Material / Physical Products","Classified","http://deedapp.com/","Deedapp","54.211.250.169","False","True","False","False"
"Material / Physical Products","Classified","http://forbitcoin.com","For Bitcoin","85.17.109.9","False","False","False","False"
"Material / Physical Products","Classified","http://miners-market.mixxt.com","Miners' Market","5.9.38.185","False","False","False","False"
"Material / Physical Products","Classified","http://mybitcommerce.org","MyBitCommerce","0.0.0.0","False","False","False","False"
"Material / Physical Products","Classified","http://4bitcoins.com","4Bitcoins.com Classifieds","198.143.157.236","False","False","False","False"
"Material / Physical Products","Classified","http://www.ozbtc.com.au","OZBTC","223.130.27.185","False","False","False","False"
"Material / Physical Products","Jewelry","http://www.bitpremier.com/","BitPremier","50.19.213.161","False","True","False","False"
"Material / Physical Products","Jewelry","https://www.silver.ag/","Silver.Ag","93.185.102.17","False","False","False","False"
"Material / Physical Products","Marketplaces","http://www.coingig.com/","Coingig","107.21.108.139","False","True","False","False"
"Material / Physical Products","Marketplaces","http://bitcoinmarketplace.net/","The Bitcoin Marketplace","108.162.197.231","True","False","False","False"
"Material / Physical Products","Marketplaces","http://www.bitmit.net/en/","Bitmit","108.162.202.86","True","False","False","True"
"Material / Physical Products","Marketplaces","http://www.lendlocked.com/lock.html","LendLocked","199.34.228.100","False","False","False","False"
"Material / Physical Products","Marketplaces","http://www.mokimarket.com/","MokiMarket","198.154.196.106","False","False","False","False"
"Material / Physical Products","Marketplaces","http://www.xrwh.com/bitcoin/","Bitcoin shopping","173.254.62.224","False","False","False","False"
"Material / Physical Products","Marketplaces","http://coinster.info","Coinster","82.221.129.18","False","False","False","False"
"Material / Physical Products","Marketplaces","http://www.bitcraig.com","BitCraig","0.0.0.0","False","False","False","False"
"Material / Physical Products","Marketplaces","http://www.bitpremier.com/","BitPremier","50.19.213.161","False","True","False","False"
"Material / Physical Products","Marketplaces","http://axablends.com/merchants-accepting-bitcoin","Merchants Accepting Bitcoin","82.221.129.10","False","False","False","False"
"Material / Physical Products","Marketplaces","http://bitpapa.com/","BitPapa","168.61.17.227","False","False","False","False"
"Material / Physical Products","Auction sites","http://mokimarket.com","Penny Auctions","198.154.196.106","False","False","False","False"
"Material / Physical Products","Auction sites","http://www.bitmarket.ca/","Bitmarket","65.39.140.84","False","False","False","False"
"Material / Physical Products","Auction sites","http://www.bitmit.net/en/","Bitmit","108.162.202.86","True","False","False","True"
"Material / Physical Products","Auction sites","http://www.hastuschon.de/?_BitCoin=1","HASTUschon?","212.227.134.190","False","False","False","False"
"Material / Physical Products","Auction sites","http://www.bitbid.net","BitBid","74.208.206.6","False","False","False","False"
"Material / Physical Products","Toys, Games and Hobbies","http://bitcoinkeychains.com","BitcoinKeychains.com","75.119.210.89","False","False","False","False"
"Material / Physical Products","Toys, Games and Hobbies","http://bitcoinsushi.com","BitcoinSushi.com","0.0.0.0","False","False","False","False"
"Material / Physical Products","Toys, Games and Hobbies","http://www.pocketartillery.com","Pocket Artillery","50.97.148.55","False","False","False","False"
"Material / Physical Products","Toys, Games and Hobbies","http://pokemonbitcoin.com","Pokebit","74.208.60.91","False","False","False","False"
"Material / Physical Products","Toys, Games and Hobbies","http://www.dreamprodigy.com/","DreamProdigy","208.87.35.103","False","False","False","False"
"Material / Physical Products","Toys, Games and Hobbies","http://www.goMatkot.com","GoMatkot","198.199.78.141","False","False","False","False"
"Material / Physical Products","Toys, Games and Hobbies","http://zacatrus.es/","Zacatrus!","212.71.251.219","False","False","False","False"
"Material / Physical Products","Toys, Games and Hobbies","http://www.txtpaintball.com","TxT Paintball","173.254.28.21","False","False","False","False"
"Material / Physical Products","Clothing and accessories","http://www.bitfash.com","BitFash","223.27.21.239","False","False","False","False"
"Material / Physical Products","Clothing and accessories","http://www.clintoncharlie.com","Clinton Charlie","27.111.91.120","False","False","False","False"
"Material / Physical Products","Clothing and accessories","http://www.noellajean.com","Noella Jean Jewellery","74.208.233.240","False","False","False","False"
"Material / Physical Products","Clothing and accessories","http://www.btctrinkets.com","Btc-trinkets","173.236.23.143","False","False","False","False"
"Material / Physical Products","Clothing and accessories","http://somethinggeeky.com","Something Geeky","109.123.107.247","False","False","False","False"
"Material / Physical Products","Clothing and accessories","http://atomicthreads.co.uk/","Atomic Threads","176.67.170.253","False","False","False","False"
"Material / Physical Products","Clothing and accessories","http://www.patcht.com","Patcht","173.254.20.100","False","False","False","False"
"Material / Physical Products","Clothing and accessories","http://www.bucarelli.com","Bucarelli","204.93.213.54","False","False","False","False"
"Material / Physical Products","Clothing and accessories","http://btcgear.com","BTC Gear","173.254.8.113","False","False","False","False"
"Material / Physical Products","Clothing and accessories","http://ico6.com","Ico6","184.168.189.37","False","False","False","False"
"Material / Physical Products","Clothing and accessories","http://www.organicwardrobe.co.uk","Organic Wardrobe","195.10.245.102","False","False","False","False"
"Material / Physical Products","Clothing and accessories","http://www.schuhwelt.com","Shoe Web Store","46.252.18.138","False","False","False","False"
"Material / Physical Products","Clothing and accessories","http://www.allthingsluxury.biz","All Things Luxury","205.196.208.159","False","False","False","False"
"Material / Physical Products","Clothing and accessories","http://kinleaves.com","KinLeaves.com","89.111.16.214","False","False","False","False"
"Material / Physical Products","Clothing and accessories","http://www.grasshillalpacas.com/alpacaproductsforbitcoinoffer.html","Alpaca Products for Bitcoins","216.97.224.220","False","False","False","False"
"Material / Physical Products","Clothing and accessories","http://www.siam-secrets-store.com","Siam Secrets Store","91.201.200.18","False","False","False","False"
"Material / Physical Products","Clothing and accessories","http://www.shirtalicious.co.uk","Shirtalicious UK","100.42.53.22","False","False","False","False"
"Material / Physical Products","Clothing and accessories","http://www.bitcoinx.com/shirts","BitcoinX Gear","142.4.61.124","False","False","False","False"
"Material / Physical Products","Clothing and accessories","http://www.biteez.webs.com","BITEEZ Bitcoin T-Shirts","75.98.17.61","False","False","False","False"
"Material / Physical Products","Clothing and accessories","https://www.btczone.com","BTCZone.com - Bitcoin ecommerce","107.20.160.72","False","True","False","False"
"Material / Physical Products","Clothing and accessories","http://www.cryptoanarchy.us/store","CryptoAnarchy.US","173.254.38.82","False","False","False","False"
"Material / Physical Products","Clothing and accessories","http://www.iusecoins.com","I Use Coins","173.255.228.195","False","False","False","False"
"Material / Physical Products","Clothing and accessories","http://luanasbijoux.yolasite.com","Luana's Bijoux","23.21.205.172","False","True","False","False"
"Material / Physical Products","Clothing and accessories","http://www.nerdmeritbadges.com/products/bitcoin","Nerd Merit Badges","204.93.213.95","False","False","False","False"
"Material / Physical Products","Clothing and accessories","http://www.r-shirt.com/bitcoin.php","R-Shirt","54.240.250.83","False","False","False","False"
"Material / Physical Products","Clothing and accessories","http://www.robotsneverdie.com","Robots Never Die","66.96.147.106","False","False","False","False"
"Material / Physical Products","Clothing and accessories","http://www.twpeacock.com/twp","The White Peacock","72.167.151.110","False","False","False","False"
"Material / Physical Products","Clothing and accessories","http://www.OGDOGG.com","Og Dogg Records","178.77.97.68","False","False","False","False"
"Material / Physical Products","Clothing and accessories","http://www.of-horse.com","From Heart to Heart","188.121.55.128","False","False","False","False"
"Material / Physical Products","Clothing and accessories","http://www.poppyluce.com","Poppyluce","65.254.248.134","False","False","False","False"
"Material / Physical Products","Clothing and accessories","http://www.etsy.com/teams/10366/bitcoin/members","Bitcoin Team on Etsy","199.27.74.184","False","False","False","False"
"Material / Physical Products","Clothing and accessories","http://www.windfirechainmaille.com","Windfire Chainmaille","54.243.33.109","False","True","False","False"
"Material / Physical Products","Clothing and accessories","http://heatslingers.com","HeatSlingers.com","162.144.12.143","False","False","False","False"
"Material / Physical Products","Clothing and accessories","http://gentlepony.com","The Gentle Pony","208.94.117.125","False","False","False","False"
"Material / Physical Products","Clothing and accessories","http://www.tsiloveyouhats.com","T.S. I Love You Hats","207.150.199.11","False","False","False","False"
"Material / Physical Products","Clothing and accessories","http://dri-apparel.com","Dri-Apparel","192.254.151.233","False","False","False","False"
